ID	Type	Title	Games	Authors	Date	Tags	Description	Update	Embed	URL
woomy	mod	Woomy Mod	p5	ShrineFox	3/15/2018	Voice,Party	Replaces most of Futaba's sounds, models and graphics with an Inkling.	 	https://www.youtube.com/watch?v=MgYOeIjSFXg	https://drive.google.com/file/d/1efbSzTm1EsT-B3kWpquROWaCSsBfDmCy/view
p4d-femc	mod	FEMC Over Rise	p4d	Kiyo_Pen,ShrineFox	4/3/2018	Player	This mod replaces Rise's Gekkoukan Uniform outfit with <br>the female protagonist of P3P. Custom model made <br>by <a href=""https://twitter.com/Kiyo_pen"">Kiyo_pen</a>.	 	https://www.youtube.com/watch?v=lz-jq9WtfOY	https://drive.google.com/open?id=1PUGI1xkcsGKqB-3puozPKn3uUmYpdy1t
p4d-weedyosuke	mod	Weed Yosuke	p4d	ShrineFox	4/20/2018	Player	Replaces Yosuke Hanamura's winter outfit. <br>Featuring Yuki Mishima T-posing as <br>a replacement for Yu's Featherman <br>costume.	 	https://www.youtube.com/watch?v=yr2i5qiMrHY	https://drive.google.com/open?id=1yivv7S8DuZkn-4nMcxP0mHj8IS-Cg3G0
p3pundub	mod	P3P Undub	p3p	ShrineFox	5/3/2018	Voice	Replaces voice clips with the Japanese equivalents.	 	 	https://drive.google.com/open?id=1gftTr_yLgKGUEVVwtLQ-cpqPhgkAgLkR
p3ddoorkun	mod	Door-Kun	p3d	ShrineFox	6/2/2018	Player	You already know who it is.	 	https://www.youtube.com/watch?v=dchE8qMy22I	https://drive.google.com/open?id=1Yfvs3otKAtsWwk8cB6Q4sq9J49ad3V9P
p5dchairkun	mod	Chair-Kun	p5d	ShrineFox	6/3/2018	Player	You already know who it is.	 	https://www.youtube.com/watch?v=q1ARjzOzEaA	https://drive.google.com/open?id=1eJMWuqf9EEmqWP6JalCClhCQSU-9Vn0-
iwatodaidorm	mod	Iwatodai Dorm	p5	DeathChaosV2	6/11/2018	Fields	Replaces unused field f000_100 with a model of Iwatodai dormitory	 	https://www.youtube.com/watch?v=fC2PCVjIIC4	https://cdn.discordapp.com/attachments/410951708274065409/455808271136063488/Iwatodai_Dorm.7z
p5d02	mod	Zero Two Costume for Futaba	p5d	ShrineFox	6/28/2018	Player	Zero Two Costume for Futaba Zero Two costume from Darling in the Franxx. Model created by <a href=""https://www.deviantart.com/chiba-taiki/art/MMD-Zero-Two-745972645"">Chiba-Taiki</a>	 	https://www.youtube.com/watch?v=ihuRbOuaaaU	https://drive.google.com/file/d/1NJ3iinM-vy8dHEC1YPcf9H9iAsRW4tYt/view?usp=sharing
p3reincarnation	mod	P3 Reincarnation (Alt BGM Mod)	p3fes	Robot_Gerbil	6/30/2018	BGM	A mod that replaces some of the OST tracks with new official arrangements released after the game.	 	https://www.youtube.com/watch?v=HZ9Pmt50wGs	http://www.mediafire.com/file/2ons7c927n522nc/P3FES+Reincarnation.zip
p3preincarnation	mod	P3P Reincarnation (Alternate OST)	p3p	Robot_Gerbil	6/30/2018	BGM	A mod that replaces some of the OST tracks with new official arrangements.	 	https://www.youtube.com/watch?v=KqlTWCmVbFk	http://www.mediafire.com/file/in0h6md1xngua4j/P3P+Reincarnation.zip
fusableloki	mod	Fusable Loki	p5	yangster	7/9/2018	Persona	With this mod, you can unleash the potential of Akechi's original persona, Loki, by fusing him. I've added lots of secrets and surprises when you level him up, so I hope that you'll enjoy this mod if you've already beaten the game.	 	https://www.youtube.com/watch?v=73KMa_JEncc	https://drive.google.com/file/d/1vdrAkQTzINouX1elqPSeNyPqdlMbdS7H/view
nopausemodel	mod	No MC in Pause Menu	p5	Crowpocalypse	7/11/2018	UI	Placeholder for mods that use custom models for the MC.	 	https://www.youtube.com/watch?v=juLelxojM2I	https://mega.nz/#!nPoQRYhC!yRG55NLz2bB6CIPey5Ggv2V5QwyhAMJrbeFAF4p5TEo
kaleidoscope	mod	Kaleidoscope Removal	p5	Alan3D	8/13/2018	UI	Removes the spinning kaleidoscope border inside Palaces and Mementos.	 	https://i.imgur.com/SudeHYT.gif	https://cdn.discordapp.com/attachments/476948670957355020/478740038184861697/Kaleidoscope_removal.rar
p3font	mod	Persona 3 Font For P5	p5	Alan3D	8/14/2018	Font,UI	A port of the font from P3FES to P5. Looks best at increased resolution scales.	 	https://cdn.discordapp.com/attachments/476948670957355020/478710544413622292/unknown.png	https://cdn.discordapp.com/attachments/476948670957355020/478832074615291925/Persona_3_Font_1.1.zip
aoabase	mod	Custom All Out Attack Base + Tutorial	p5	Alan3D	8/16/2018	UI,Templates	P3MC replacement for Joker in his All-Out-Attack + Tutorial on how to do one yourself!	 	https://66.media.tumblr.com/c3f99e21c7edb1df53e7f2fa02117621/tumblr_inline_pl680q6yWy1rp7sxh_500.gif	https://cdn.discordapp.com/attachments/410951708274065409/479834026597679105/All-Out-Attack_Mod.rar
p3freecam	mod	P3 Free Camera	p3fes	ShrineFox	8/17/2018	QoL	Unlimited camera control on every map.	 	https://www.youtube.com/watch?v=JZwGpgCAvso	https://drive.google.com/file/d/1bbBJXFkPZjOlKUzL-HtIwdCBd428K6JW/view?usp=sharing
rngaffinities	mod	Randomized Affinities	p5	yangster	8/18/2018	Enemies,Persona	Randomized affinities for Personas and enemies	 	https://www.youtube.com/watch?v=RHt0V9uGCa4	https://cdn.discordapp.com/attachments/410951708274065409/480581290790486016/Randomized_Affinites.zip
p4g-mod-menu	mod	P4 Custom Sub Menu	p4	Sierra,ShrineFox,Tekka,Rudiger,Tupelov,AnimatedSwine37	3/7/2021	Script	<b>Notable Features</b>:<br>- Choose a Field, Dungeon Floor, Battle, Event, Cutscene, BGM Track, Dungeon or Facility to load<br>- Toggle individual bitflags or entire ranges of them<br>- Change the in-game date and time<br>- Change your rank with any confidant, add money or items<br><b>Optional Extensions</b>:<br>- QuickTravelPlus (extended quicktravel options in Yasogami High and around the town of Inaba)- SaveAnywhere by Tupelov<br>- FindAFriend by AnimatedSwine37<br>- IntroSkip (In-game option to skip the long introduction events of the game by starting at 4/20)	<b>Update 3/7/2020:</b> Added Intro Skip mod, updated Find A Friend	https://raw.githubusercontent.com/ShrineFox/Persona-4-Golden-Mod-Menu/main/Screenshots/modmenu.gif	https://github.com/Amicitia/P4-PS2-Custom-Sub-Menu/releases
p4freecam	mod	P4 Free Camera	p4	ShrineFox	8/27/2018	QoL	Unlimited camera control on every map.	 	https://www.youtube.com/watch?v=rH9_0vCV2Ys	https://drive.google.com/file/d/1vGd-VA-AxG_-bxN7TVgdDAUHII7iPP1d/view?usp=sharing
p5custombgm	mod	P5 Custom Music Edition	p5	HiroSaijo	9/10/2018	BGM	A mod that changes many of the tracks in not only the main OST, but also changes all the costume DLC battle themes. <a href=""https://amicitiamods.jcink.net/index.php?showtopic=4"">Track List</a>	 	https://preview.ibb.co/mUyxc9/persona_5_logo_by_franz888_d8gtp7s.jpg	https://drive.google.com/file/d/111rr-d95VSRfkcMUeYFyZ56z7o6iCw8U/view
p3psapphofemc	mod	Sappho Mod (gay FeMC)	p3p	WhiteLightning	9/23/2018	Text,Scripts,Events	This mod replaces the last few ranks of the Priestess, Empress, and Lovers social links for the FeMC with the corresponding ones from the MMC.	 	https://i.imgur.com/orbLqAM.png	https://drive.google.com/file/d/1O-ldW0G5rtCmwT0s7Aj1fdqLkoSTwHvQ/view
p4reincarnation	mod	P4 Reincarnation (Alt BGM Mod)	p4	Robot_Gerbil	10/7/2018	BGM	A mod that replaces most of the OST tracks with new official arrangements released after the game.	 	 	http://www.mediafire.com/file/0881p0hu7ja5cq5/P4+Reincarnation+Mod.zip
fullmoonlight	mod	P3 Full Moonlight	p3fes	Robot_Gerbil	10/7/2018	BGM,Cutscenes	A combination of the Rebirth Cutscenes (P3 movie scenes adapted to original game cutscene dub) and Reincarnation BGM mods (alternate OST).	 	https://www.youtube.com/watch?v=NN_-0Pbp6ss	http://www.mediafire.com/file/sbveyyb28odwbs7/Full+Moonlight+1.1.zip
rebirthcutscenes	mod	Rebirth Cutscenes	p3fes	Robot_Gerbil	10/7/2018	Cutscenes	This mod replaces almost all cutscenes in P3 FES The Journey with entirely new ones. Edited together using clips from the Persona 3 Movie series and audio from the original English dub of the game.	 	https://www.youtube.com/watch?v=HZ9Pmt50wGs	http://www.mediafire.com/file/h42f6vahi5ecfgh/Persona+3+Rebirth+Cutscenes+%5B1.1%5D.zip
p5dusa	mod	P5D USA Asset Patch	p5d	DeathChaosV2	1/1/2019	Voice,UI	Patch for the Japanese version of P5D with the English assets from the Western Version. You need rePatch and the latest game update (1.03) to run them. Readme included!	 	https://cdn.discordapp.com/attachments/476948840063434752/519565462699507713/unknown.png	https://drive.google.com/file/d/1BWyejI9nHdmyERWJWdVUBv73UKCLZYQg/view
p3dusa	mod	P3D USA Asset Patch	p3d	DeathChaosV2	1/1/2019	Voice,UI	Patch for the Japanese version of P3D with the English assets from the Western Version. You need rePatch and the latest game update (1.03) to run them. Readme included!	 	https://cdn.discordapp.com/attachments/476948840063434752/519565462699507713/unknown.png	https://drive.google.com/file/d/1XiyrpV4twR60VetYbPbm79Lhk8kbrC5h/view
evttesting	mod	EVT Testing Mod	p5	TGE	1/1/2019	Event,GUI	Edit prebuild.bat with the proper paths to EVTTool and PAKPack in order to automatically compile edited event JSONs and test the results before the title screen even loads.	 	https://images-ext-2.discordapp.net/external/oLhF5D_o1ydrjRQPP41VewyB0I7mHcQRm5SUs3kGiZM/https/puu.sh/ADTz6.png?width=994&height=559	https://cdn.discordapp.com/attachments/450598503530627094/451232704999063553/EVT_testing.7z
fieldhoodie	mod	MC Hoodie for Field Outfitss	p5	TerraWing	1/11/2019	Player	This mod replaces the MC's casual outfits and school uniforms with the hoodie from later in the game. The outfit is retextured for the school uniforms to match up with the default look.	 	https://i.imgur.com/ZkBGS9W.jpg	https://drive.google.com/file/d/1EIs0oSGqs-FhrxERSFsqV54nmV_PIL89/view
akechidate	mod	Akechi Valentine's Day Date	p5	rover,yangster	2/15/2019	Events	This is a demo for a gay romance mod that is still in progress.	 	https://www.youtube.com/watch?v=NHy3TTAj-Fw	https://cdn.discordapp.com/attachments/410951708274065409/545867401909108748/Akechi_Valentines_Day_Date.zip
bustupfix	mod	Scalable/Redrawn Bustups (RPCS3 Fix)	p5	lipwig,AEBus,Gink	2/17/2019	Bustups,RPCS3,UI	This mod fixes the notorious bustup scaling issue for P5 on RPCS3. Unlike previous iterations of this fix, this mod does not have any annoying lines appearing when a character blinks or talks. These bustups were slightly ""redrawn"" and edited, so that the problem no longer occurs.	 	https://media.discordapp.net/attachments/546718581572894730/546718684555509770/Preview__150_Res_Scale.png	https://mega.nz/#F!3m5mWADZ!otR6Ddgai6xvoFcvTVuohQ
p5unmasked	mod	Persona 5 Unmasked	p5	ShrineFox,DeathChaosV2	3/8/2019	Player,Party,Bustups	A mod that removes the masks from all party members' Phantom Thief outfits. Includes edited models and bustups. Note: Not all HUD elements have masks removed yet.	<b>Update v1.1 (3/8/2019):</b> <br>Changes courtesy of DeathChaos. Removed black face texture when using Persona skills in battle. Fixed Yusuke's hair clipping into his face.	https://www.youtube.com/watch?v=nh4VbnAOH2E	https://drive.google.com/open?id=1skaqXa1KBJYd3iOCUy6eB8u3hn6IS1uO
altmodels	mod	Alternate Battle Models	p5	ShrineFox	3/10/2019	Player,Party	A pack of replacement battle models that really should have been DLC.	<b>Update v1.1 (3/10/2019):</b> <br>Fixes a crash when entering battle using the Beta Protagonist outfit. Adds the hoodie to the protagonist's battle outfits.	https://www.youtube.com/watch?v=P_-S1_4YOYM	https://drive.google.com/file/d/1Pie_ynEMpDLH5dm2d_9DT4kaLuEBBEGY/view
p5botw	mod	Playable Link (BotW)	p5	Ruined	3/11/2019	Player,UI	This mod will let you play as Link from Breath of the Wild.<br>Specifically it replaces all of Jokers models with 5 Models of Link. It also replaces various images of Joker with Link.	 	https://www.youtube.com/watch?v=YrgB3RYxnF8	http://www.mediafire.com/file/dhotwpwkapqawpg/Link+%28BotW%29.rar
p3dfemc	mod	FeMC over Fuuka	p3d	DeathChaosV2	3/22/2019	Player	Replaces Fuuka's default appearance with FeMC from P3P. Shoutout to <a href=""https://www.deviantart.com/jinsters/art/Female-Protagonist-Persona-3-SEES-Outfit-DL-763303975"">Jinsters</a> on DeviantArt for the hair and headphones models.	 	https://www.youtube.com/watch?v=FN7MydH0nqQ	https://drive.google.com/open?id=1oLGUSQUpa9kVzrZ2fTFDdmvgzHLv8wh9
p5-kh	mod	346/3 Days	p5	Ruined	4/22/2019	Player,Party,UI	This is a Kingdom Hearts themed mod that replaces Joker, Ryuji, Morgana (Metaverse), and Ann with Roxas, Lea, Moogle XIII, and Xion. Most of the characters art have been replaced and 22 songs have been replaced with Kingdom Hearts songs..<br><br>Thanks to LexaKiness for Roxas, Lea, and Xion's models. Thanks to Zerox for the Moogle XIII model.	 	https://www.youtube.com/watch?v=f1i_v16xO3I	http://www.mediafire.com/file/w41dz1bn2ad0pe1/346+Days+Over+3.rar
aoa-testing	mod	All-Out-Attack Testing Mod	p5	ShrineFox	4/23/2019	Script	This should make it a snap to quickly test changes to All Out Attack renders for any character. <br>1. Edit prebuild.bat with the paths to PAKPack and AtlusScriptCompiler <br>2. Edit this mod's Data/field/fini_000_002.bf.flow according to which party members you want (should be fairly straightforward) <br>3. Build the mod from the Mod Compendium and it will automatically compile the BF and repack the PAC!	 	https://cdn.discordapp.com/attachments/410951708274065409/570408242031755265/unknown.png	https://cdn.discordapp.com/attachments/410951708274065409/570408253503176704/AoA_Testing_Mod.7z
pq2-bgm	mod	PQ2 BGM	p3fes	A-NB	4/24/2019	Sound	A small mod that replaces a few FES bgm tracks with music from PQ2.	 	 	https://www.dropbox.com/s/tb0fsd4qkozeqxh/PQ2%20Audio%20%280.5%29.zip
p5espanolfuente	mod	Espa�ol font for P5	p5	Alan3D	5/21/2019	Font,Translation	Mod that adds special spanish characters to the P5 font for spanish translated mods	 	https://media.discordapp.net/attachments/410951708274065409/580247142212304940/unknown.png	https://cdn.discordapp.com/attachments/410951708274065409/580247184197287957/Fuente_en_espanol_para_P5.7z
pq2mcnamepatch	mod	PQ2 MC Name Patch	pq2	DeathChaosV2	5/26/2019	Player Name	A set of assembly patches (patched in thanks to Magikoopa) for Persona Q2 (USA) that patches out the player name functions to allow the longer ""canon"" names that normally the player cannot fit into the name input box such as Yu Narukami to display via hardcoded name calls the same way other characters do.	 	https://i.imgur.com/6oTWYT7.png	https://github.com/DeathChaos25/PQ2_MC_Name_Patch/releases
pq2talkanimfix	mod	Talk Animation Fix	pq2	DeathChaos,ShrineFox	6/7/2019	Script	A bug in the English localization of PQ2 causes protagonists' mouths to no longer animate during voiced cutscenes.<br><br>This mod is meant to fix that bug. <b>Note:</b> this hasn't been heavily tested yet, so if you encounter any issues, let us know.	 	https://cdn.discordapp.com/attachments/143149937247387649/586653231409790986/femctalk2.gif	https://drive.google.com/open?id=17SE58ZvZsIL9XEjp23-sw6XQWXfX3pTm
p5-tartarus-music	mod	Mementos Tziah Block Mod	p5	Blue_SodaPop	7/23/2019	BGM	Replaces the standard Mementos Theme with the Tartarus theme from Persona 3.	 	 	https://drive.google.com/drive/folders/1UEf0pGz_yEDCRks8TZrfd9k0Fwfix2H1
p3n-naoto	mod	P3N: Naoto Mod	p3fes	milkwood	7/25/2019	Player,Player,Voice,UI	Play as a different blue haired, gun wielding orphan in Persona 3. This mod replaces all of the MC's field/NPC models and the one-handed sword battle models, as well as most menu images.	 	https://i.imgur.com/HjpALeb.jpg	https://drive.google.com/open?id=1BkAzcCaPuSXzQ6ciICKOkTqrmMpUiVwA
p5-music-edits	mod	P5 Final Boss Music Edits	p5	Cakes73	7/29/2019	BGM	Replaces the final battle themes in P5 with ""The Battle for Everyone's Souls"" and ""Hymn of the Soul"". Also replaces the boss theme during the traitor fight with ""Ying-Yang,"" and ""Fate is in Our Hands"" in battles where Rivers in the Desert would play.	 	 	https://drive.google.com/file/d/1ce3lppiTF3Csah51MKSDpDYhJyGU1sCx/view
p5-takeover	mod	Take Over Battle Theme	p5	pazzoeo	8/3/2019	BGM	Replaces Last Surprise with Take Over from Persona 5 Royal.	 	 	https://mega.nz/#!m5Z12aIS!3jcgdsjMf6wDJlLmaOxBNqIvUv3wmY64mOohXz6I2ME
p5-deathwish	mod	Deathwish	p5	Pengdoo	10/8/2019	Difficulty,Table,AI,Script	This mod increases the stats of most enemies and changes the AI of bosses past the 5th Palace. Regular enemies and Mementos bosses will have their attributes (St, Ma, En, Lu, Ag) increased and their HP multiplied. Moreover, Mementos missions and Palace bosses will yield much more EXP and yen than usual. If you consider using it, I recommend you play on Merciless difficulty: the x3 multipliers on Critical and Technical hits shorten the fight with high HP enemies.	 	https://www.youtube.com/watch?v=Q3GCkEn1qns	https://www.dropbox.com/s/92u0bt1n3kj696g/P5%20Deathwish.zip?dl=0
p5d-lastsurprise	mod	Last Surprise Swimwear	p5d	Coffee-Kun	10/8/2019	Player,Party	This swaps Ann's, Makoto's and Futaba's normal swim wear models to that of the ones used in the Last Surprise video. It's a simple model swap, but it's nice to be able to use these outfits in-game.	 	https://i.ibb.co/JqF5ypf/swim-wear-alt.png	https://drive.google.com/file/d/1Nx7-c8VlNRCASZrrOSZ4YxKLD6kt35UL/view
p5-megalovania	mod	Megalovania BGM	p5	Fish	10/8/2019	BGM	This mod replaces all BGM with Megalovania or Megalovania remixes	 	 	https://drive.google.com/drive/folders/1WFX8d8OTcbf7WlJDiUCfy_4LdayQoM3T
